Âµ [1/h]	RANDOM_FLEXIBLE_41	RANDOM_WILDTYPE_77	RANDOM_FLEXIBLE_59	RANDOM_SINGLE_COFACTOR_57	RANDOM_WILDTYPE_64	RANDOM_SINGLE_COFACTOR_43	RANDOM_WILDTYPE_31	RANDOM_FLEXIBLE_24	RANDOM_FLEXIBLE_4	RANDOM_FLEXIBLE_28	RANDOM_FLEXIBLE_11	RANDOM_FLEXIBLE_18	RANDOM_WILDTYPE_69	RANDOM_FLEXIBLE_26	RANDOM_WILDTYPE_11	RANDOM_FLEXIBLE_95	RANDOM_FLEXIBLE_74	RANDOM_FLEXIBLE_19	RANDOM_WILDTYPE_36	RANDOM_SINGLE_COFACTOR_66	RANDOM_FLEXIBLE_79	RANDOM_FLEXIBLE_30	RANDOM_WILDTYPE_96	RANDOM_SINGLE_COFACTOR_73	RANDOM_SINGLE_COFACTOR_93	RANDOM_SINGLE_COFACTOR_45	RANDOM_SINGLE_COFACTOR_97	RANDOM_SINGLE_COFACTOR_16	SINGLE_COFACTOR	RANDOM_SINGLE_COFACTOR_49	RANDOM_SINGLE_COFACTOR_2	RANDOM_FLEXIBLE_69	RANDOM_SINGLE_COFACTOR_84	RANDOM_WILDTYPE_68	RANDOM_FLEXIBLE_60	RANDOM_WILDTYPE_56	RANDOM_FLEXIBLE_45	RANDOM_FLEXIBLE_96	RANDOM_SINGLE_COFACTOR_71	RANDOM_WILDTYPE_85	RANDOM_WILDTYPE_29	RANDOM_SINGLE_COFACTOR_30	RANDOM_SINGLE_COFACTOR_15	RANDOM_WILDTYPE_62	RANDOM_SINGLE_COFACTOR_33	RANDOM_FLEXIBLE_20	RANDOM_WILDTYPE_4	RANDOM_FLEXIBLE_93	RANDOM_FLEXIBLE_31	RANDOM_WILDTYPE_35	RANDOM_FLEXIBLE_25	RANDOM_SINGLE_COFACTOR_68	RANDOM_WILDTYPE_70	RANDOM_FLEXIBLE_83	RANDOM_SINGLE_COFACTOR_86	RANDOM_FLEXIBLE_3	RANDOM_FLEXIBLE_68	RANDOM_SINGLE_COFACTOR_38	RANDOM_WILDTYPE_78	RANDOM_SINGLE_COFACTOR_0	RANDOM_FLEXIBLE_9	RANDOM_FLEXIBLE_17	RANDOM_WILDTYPE_15	RANDOM_SINGLE_COFACTOR_24	RANDOM_FLEXIBLE_32	RANDOM_WILDTYPE_44	RANDOM_WILDTYPE_21	RANDOM_WILDTYPE_60	RANDOM_WILDTYPE_55	RANDOM_FLEXIBLE_35	RANDOM_FLEXIBLE_66	RANDOM_SINGLE_COFACTOR_96	RANDOM_SINGLE_COFACTOR_83	RANDOM_SINGLE_COFACTOR_42	RANDOM_SINGLE_COFACTOR_8	RANDOM_WILDTYPE_86	RANDOM_SINGLE_COFACTOR_81	RANDOM_WILDTYPE_16	RANDOM_WILDTYPE_83	RANDOM_WILDTYPE_42	RANDOM_WILDTYPE_47	RANDOM_WILDTYPE_87	RANDOM_WILDTYPE_32	RANDOM_FLEXIBLE_85	RANDOM_FLEXIBLE_73	RANDOM_FLEXIBLE_63	RANDOM_SINGLE_COFACTOR_46	RANDOM_WILDTYPE_50	RANDOM_SINGLE_COFACTOR_9	RANDOM_WILDTYPE_48	RANDOM_SINGLE_COFACTOR_64	RANDOM_FLEXIBLE_15	RANDOM_WILDTYPE_98	RANDOM_SINGLE_COFACTOR_34	RANDOM_FLEXIBLE_46	RANDOM_FLEXIBLE_71	RANDOM_SINGLE_COFACTOR_6	RANDOM_SINGLE_COFACTOR_53	RANDOM_FLEXIBLE_61	RANDOM_SINGLE_COFACTOR_69	RANDOM_SINGLE_COFACTOR_11	RANDOM_FLEXIBLE_90	RANDOM_SINGLE_COFACTOR_14	RANDOM_WILDTYPE_97	RANDOM_FLEXIBLE_42	RANDOM_FLEXIBLE_94	RANDOM_SINGLE_COFACTOR_19	RANDOM_WILDTYPE_54	RANDOM_WILDTYPE_37	RANDOM_WILDTYPE_91	RANDOM_SINGLE_COFACTOR_61	RANDOM_SINGLE_COFACTOR_17	RANDOM_SINGLE_COFACTOR_36	FLEXIBLE	RANDOM_FLEXIBLE_65	RANDOM_WILDTYPE_8	RANDOM_FLEXIBLE_52	RANDOM_WILDTYPE_73	RANDOM_FLEXIBLE_47	RANDOM_SINGLE_COFACTOR_40	RANDOM_FLEXIBLE_87	RANDOM_FLEXIBLE_53	RANDOM_FLEXIBLE_38	RANDOM_FLEXIBLE_82	RANDOM_SINGLE_COFACTOR_4	RANDOM_WILDTYPE_41	RANDOM_FLEXIBLE_43	RANDOM_SINGLE_COFACTOR_25	RANDOM_WILDTYPE_93	RANDOM_WILDTYPE_81	RANDOM_WILDTYPE_88	RANDOM_FLEXIBLE_50	RANDOM_SINGLE_COFACTOR_31	RANDOM_WILDTYPE_12	RANDOM_WILDTYPE_34	RANDOM_FLEXIBLE_72	RANDOM_FLEXIBLE_10	RANDOM_WILDTYPE_49	RANDOM_FLEXIBLE_89	RANDOM_WILDTYPE_2	RANDOM_FLEXIBLE_70	RANDOM_FLEXIBLE_48	RANDOM_FLEXIBLE_98	RANDOM_WILDTYPE_82	RANDOM_WILDTYPE_89	RANDOM_SINGLE_COFACTOR_20	RANDOM_FLEXIBLE_6	RANDOM_FLEXIBLE_55	RANDOM_FLEXIBLE_27	RANDOM_FLEXIBLE_88	RANDOM_SINGLE_COFACTOR_60	RANDOM_WILDTYPE_57	RANDOM_WILDTYPE_51	RANDOM_SINGLE_COFACTOR_59	RANDOM_SINGLE_COFACTOR_37	RANDOM_WILDTYPE_39	RANDOM_FLEXIBLE_23	RANDOM_SINGLE_COFACTOR_89	RANDOM_WILDTYPE_13	RANDOM_SINGLE_COFACTOR_63	RANDOM_SINGLE_COFACTOR_94	RANDOM_WILDTYPE_7	RANDOM_FLEXIBLE_39	RANDOM_WILDTYPE_53	RANDOM_SINGLE_COFACTOR_72	RANDOM_FLEXIBLE_21	RANDOM_SINGLE_COFACTOR_28	RANDOM_WILDTYPE_65	RANDOM_SINGLE_COFACTOR_50	RANDOM_WILDTYPE_45	RANDOM_SINGLE_COFACTOR_90	RANDOM_WILDTYPE_0	RANDOM_SINGLE_COFACTOR_76	RANDOM_SINGLE_COFACTOR_67	RANDOM_FLEXIBLE_62	RANDOM_SINGLE_COFACTOR_88	RANDOM_SINGLE_COFACTOR_82	RANDOM_FLEXIBLE_36	RANDOM_SINGLE_COFACTOR_98	RANDOM_SINGLE_COFACTOR_58	RANDOM_SINGLE_COFACTOR_75	RANDOM_WILDTYPE_24	RANDOM_SINGLE_COFACTOR_52	RANDOM_WILDTYPE_59	RANDOM_SINGLE_COFACTOR_56	RANDOM_WILDTYPE_3	RANDOM_SINGLE_COFACTOR_21	RANDOM_FLEXIBLE_34	RANDOM_WILDTYPE_5	RANDOM_WILDTYPE_28	RANDOM_SINGLE_COFACTOR_32	RANDOM_FLEXIBLE_92	RANDOM_FLEXIBLE_57	RANDOM_WILDTYPE_66	RANDOM_WILDTYPE_71	RANDOM_SINGLE_COFACTOR_92	RANDOM_SINGLE_COFACTOR_1	RANDOM_WILDTYPE_58	RANDOM_SINGLE_COFACTOR_51	RANDOM_SINGLE_COFACTOR_87	RANDOM_SINGLE_COFACTOR_22	RANDOM_WILDTYPE_67	RANDOM_FLEXIBLE_33	RANDOM_SINGLE_COFACTOR_41	RANDOM_SINGLE_COFACTOR_26	RANDOM_FLEXIBLE_37	RANDOM_SINGLE_COFACTOR_47	RANDOM_FLEXIBLE_44	RANDOM_WILDTYPE_38	RANDOM_WILDTYPE_25	RANDOM_SINGLE_COFACTOR_27	RANDOM_SINGLE_COFACTOR_85	RANDOM_SINGLE_COFACTOR_23	RANDOM_WILDTYPE_61	RANDOM_WILDTYPE_6	RANDOM_FLEXIBLE_5	RANDOM_FLEXIBLE_40	RANDOM_SINGLE_COFACTOR_77	RANDOM_FLEXIBLE_77	RANDOM_FLEXIBLE_12	RANDOM_SINGLE_COFACTOR_79	RANDOM_SINGLE_COFACTOR_74	RANDOM_SINGLE_COFACTOR_80	RANDOM_WILDTYPE_19	RANDOM_FLEXIBLE_7	RANDOM_FLEXIBLE_86	RANDOM_FLEXIBLE_67	RANDOM_FLEXIBLE_64	RANDOM_WILDTYPE_20	RANDOM_WILDTYPE_18	RANDOM_SINGLE_COFACTOR_55	RANDOM_WILDTYPE_94	RANDOM_FLEXIBLE_80	RANDOM_WILDTYPE_10	RANDOM_WILDTYPE_17	RANDOM_FLEXIBLE_81	RANDOM_FLEXIBLE_0	RANDOM_WILDTYPE_92	RANDOM_WILDTYPE_95	RANDOM_WILDTYPE_9	RANDOM_SINGLE_COFACTOR_12	RANDOM_FLEXIBLE_49	RANDOM_SINGLE_COFACTOR_91	RANDOM_WILDTYPE_79	RANDOM_WILDTYPE_14	RANDOM_WILDTYPE_1	RANDOM_WILDTYPE_52	RANDOM_WILDTYPE_90	RANDOM_SINGLE_COFACTOR_10	RANDOM_SINGLE_COFACTOR_13	RANDOM_FLEXIBLE_51	RANDOM_SINGLE_COFACTOR_54	WILDTYPE	RANDOM_SINGLE_COFACTOR_99	RANDOM_WILDTYPE_33	RANDOM_WILDTYPE_46	RANDOM_SINGLE_COFACTOR_18	RANDOM_SINGLE_COFACTOR_78	RANDOM_SINGLE_COFACTOR_95	RANDOM_WILDTYPE_80	RANDOM_SINGLE_COFACTOR_44	RANDOM_FLEXIBLE_16	RANDOM_SINGLE_COFACTOR_48	RANDOM_FLEXIBLE_54	RANDOM_FLEXIBLE_99	RANDOM_WILDTYPE_76	RANDOM_WILDTYPE_40	RANDOM_SINGLE_COFACTOR_70	RANDOM_SINGLE_COFACTOR_5	RANDOM_FLEXIBLE_14	RANDOM_SINGLE_COFACTOR_62	RANDOM_WILDTYPE_43	RANDOM_FLEXIBLE_2	RANDOM_FLEXIBLE_1	RANDOM_FLEXIBLE_91	RANDOM_SINGLE_COFACTOR_29	RANDOM_WILDTYPE_63	RANDOM_SINGLE_COFACTOR_7	RANDOM_SINGLE_COFACTOR_35	RANDOM_FLEXIBLE_22	RANDOM_WILDTYPE_23	RANDOM_FLEXIBLE_75	RANDOM_FLEXIBLE_76	RANDOM_WILDTYPE_74	RANDOM_WILDTYPE_30	RANDOM_FLEXIBLE_97	RANDOM_FLEXIBLE_84	RANDOM_WILDTYPE_99	RANDOM_WILDTYPE_27	RANDOM_FLEXIBLE_13	RANDOM_SINGLE_COFACTOR_65	RANDOM_FLEXIBLE_8	RANDOM_FLEXIBLE_58	RANDOM_WILDTYPE_22	RANDOM_WILDTYPE_75	RANDOM_FLEXIBLE_29	RANDOM_FLEXIBLE_56	RANDOM_SINGLE_COFACTOR_3	RANDOM_SINGLE_COFACTOR_39	RANDOM_WILDTYPE_84	RANDOM_FLEXIBLE_78	RANDOM_WILDTYPE_72	RANDOM_WILDTYPE_26
0,868	-0,645	-1,139	0,89	1,107	-2,726	0,611	-2,285	-2,212	0,723	1,334	2,042	0,905	-1,445	0,416	-3,237	-1,223	1,061	0,629	-0,773	1,57	0,429	-2,653	-3,249	0,572	-0,279	-0,306	0,887	0,495	1,875	-0,002	-0,493	2,073	2,018	1,111	1,888	2,11	-0,306	-1,53	-2,572	-3,448	0,289	-2,653	-0,82	-1,49	-0,332	-0,66	-0,555	-0,06	-0,155	-3,767	0,442	1,111	-0,584	1,462	0,673	-0,189	1,111	0,64	-3,72	0,122	-0,163	0,592	-0,066	-2,212	-1,104	-3,473	-3,037	-2,578	-2,662	-0,327	1,57	-1,53	-0,337	1,416	-0,333	-2,005	-2,146	-3,924	-4,243	-2,584	-4,53	-0,517	-1,104	0,299	0,572	0,862	1,464	-2,358	-0,163	-1,956	1,221	-0,066	2,217	2,283	1,775	-2,572	1,082	0,438	0,177	1,519	1,165	0,605	1,253	-2,246	1,416	2,739	-1,279	0,436	-0,413	-0,62	0,177	0,592	-0,899	1,875	0,895	-0,794	2,581	-2,536	-1,476	2,189	0,432	1,171	0,64	1,133	-0,41	-4,606	0,611	0,442	-3,59	-2,146	-2,506	-2,358	-0,155	1,57	3,308	1,892	-1,382	-0,002	1,701	-1,77	1,108	1,638	2,592	1,133	0,253	-0,66	1,928	3,237	0,842	1,653	1,888	-0,986	-3,509	0,89	-0,619	-3,816	1,67	1,106	-1,58	-1,685	2,739	-1,695	-1,129	-2,289	1,892	-3,037	0,877	0,583	-2,358	-2,877	0,282	-2,644	-2,783	-0,083	-1,49	1,653	1,123	0,285	2,592	2,318	-1,116	-2,212	1,569	-4,262	1,704	-3,371	-3,037	3,35	-4,461	0,988	-1,104	-2,245	2,429	1,57	-3,925	-2,245	1,006	-1,419	-1,645	0,432	0,417	-3,969	-0,332	-0,645	-0,669	-0,413	-1,476	-0,893	-0,799	-3,546	-0,279	0,299	-0,281	-0,392	-3,43	-3,027	2,339	-1,139	-1,139	1,57	0,429	0,838	2,352	-2,184	-0,407	0,673	-0,083	2,192	-0,66	-3,407	0,464	-2,333	2,352	-1,382	-3,994	-2,146	0,122	-2,245	-1,223	-0,845	-0,361	-0,002	-0,101	0,429	-3,359	-3,082	-2,87	0,605	-1,382	-0,396	3,163	1,812	0,376	2,091	-0,332	0,878	0,705	-0,859	-1,223	-3,369	-0,893	0,495	0,662	3,003	2,186	-2,783	1,388	1,108	-3,027	1,253	-1,49	0,611	0,065	2,161	-0,101	1,44	0,236	-0,407	-2,382	0,417	-1,807	1,469	-2,783	0,698	-2,653	0,887	2,018	-1,006	0,842	0,627	0,186	-0,333	2,539	0,417	-3,895	1,44	3,119	-0,77	-1,129	0,26	-0,859	-4,086	-1,138
0,818	-0,645	-1,139	0,89	2,429	2,192	0,611	-0,155	-2,212	0,723	1,334	2,042	0,905	2,073	0,416	2,042	-1,223	1,061	0,629	2,25	1,57	0,429	-2,653	-1,53	0,572	-0,06	-0,306	0,887	0,495	1,875	-0,002	0,065	2,073	2,018	1,111	1,888	3,119	-0,306	-1,53	-2,572	0,299	1,44	-2,653	-0,066	-1,49	-0,332	-0,66	0,723	-0,06	-0,155	-0,327	0,442	1,111	1,108	1,462	0,673	-0,189	1,111	0,64	-0,859	0,122	-0,163	0,592	-0,066	-2,212	-1,104	-0,893	-3,037	1,888	3,473	-0,327	1,57	-1,53	1,462	1,416	-0,333	0,673	-2,146	0,495	1,462	1,416	-1,476	0,432	-1,104	0,299	0,572	0,862	1,775	-2,358	-0,163	2,57	2,192	-0,066	2,592	3,35	1,775	-2,572	1,832	1,171	0,177	2,073	2,042	0,605	1,253	0,887	1,416	2,739	0,519	3,003	-0,413	-0,101	0,177	0,592	2,25	1,875	0,895	-0,333	2,581	0,572	-1,476	2,339	0,432	1,171	0,64	1,133	0,723	-0,645	0,611	0,442	-0,06	-2,146	1,653	-2,358	-0,155	1,57	3,35	1,892	-1,382	-0,002	1,701	0,065	1,108	2,57	2,592	1,133	1,701	-0,66	1,928	3,473	0,842	1,653	1,888	2,429	3,163	0,89	-0,413	-1,129	2,54	1,701	1,448	0,862	2,739	-0,407	-1,129	1,171	1,892	-3,037	1,334	0,895	-2,358	-0,306	0,605	0,122	-2,783	-0,083	-1,49	1,653	1,133	2,25	2,592	2,539	2,14	-2,212	2,581	0,89	3,119	-0,189	-3,037	3,35	-3,027	1,334	-1,104	-2,245	2,429	1,57	-2,572	-2,245	2,161	2,539	3,103	0,432	0,417	-0,083	-0,332	-0,645	0,416	-0,413	-1,476	-0,893	0,64	0,442	0,842	0,299	2,54	0,177	1,928	-3,027	2,339	-1,139	-1,139	1,57	0,429	1,061	2,352	0,629	-0,407	0,673	-0,083	2,192	-0,66	0,905	3,28	2,739	2,352	-1,382	0,592	-2,146	0,122	-2,245	-1,223	-0,163	1,57	-0,002	-0,101	0,429	1,253	2,161	2,581	0,605	-1,382	1,448	3,163	3,003	1,875	2,186	-0,332	1,775	0,905	-0,859	-1,223	2,352	-0,893	0,495	2,57	3,003	2,186	-2,783	2,339	1,108	-3,027	1,253	-1,49	0,611	0,065	2,161	-0,101	1,44	0,862	-0,407	-0,327	0,417	2,54	2,438	-2,783	1,061	-2,653	0,887	2,018	2,186	0,842	1,448	0,895	-0,333	2,539	0,417	2,438	1,44	3,119	-0,189	-1,129	2,018	-0,859	1,892	0,416
0,768	4,074	-1,139	0,89	2,94	3,006	0,611	0,011	-2,212	0,723	1,334	2,042	2,738	2,073	0,416	2,042	-1,223	1,061	0,629	2,25	3,249	0,429	-2,653	-1,225	2,049	-0,06	-0,306	0,887	0,495	1,875	1,39	0,065	2,073	2,018	1,111	1,888	3,119	-0,306	-1,225	-2,572	0,299	1,44	-2,653	-0,066	-0,463	-0,332	-0,66	0,723	-0,06	0,011	-0,327	0,442	1,111	1,108	1,462	0,673	-0,189	1,111	2,036	-0,859	0,122	-0,163	0,592	-0,066	-2,212	1,725	-0,893	-3,037	1,888	3,712	-0,327	3,249	-1,225	1,462	1,416	-0,333	0,673	-2,146	0,495	1,462	1,416	-1,313	2,505	1,725	0,299	2,925	0,862	1,775	-2,358	-0,163	3,943	3,006	-0,066	2,592	3,487	1,775	-2,572	1,928	3,077	1,99	2,073	2,042	0,605	1,253	0,887	1,416	5,821	0,629	3,003	-0,413	0,414	1,99	0,592	2,25	1,875	1,541	-0,333	2,581	2,925	-1,313	2,339	2,505	4,357	2,036	1,133	0,723	4,074	0,611	0,442	-0,06	-2,146	1,653	-2,358	0,011	1,57	3,487	2,197	-1,382	1,39	1,701	0,065	1,108	3,943	2,592	1,133	1,701	-0,66	1,928	3,712	0,842	1,653	1,888	2,94	3,163	0,89	-0,413	-1,129	2,54	1,701	2,673	0,862	3,093	1,238	-1,129	4,357	2,197	-3,037	1,334	1,541	-2,358	-0,306	0,605	0,122	-2,783	-0,083	-0,463	1,653	1,133	2,25	2,592	2,539	2,438	-2,212	2,581	0,89	3,119	-0,189	-3,037	3,487	-3,027	1,334	1,725	-2,245	2,94	3,249	-2,572	-2,245	2,161	2,539	3,163	2,505	0,417	-0,083	-0,332	4,074	0,416	-0,413	-1,313	-0,893	2,036	0,442	0,842	0,299	2,54	1,99	1,928	-3,027	2,339	-1,139	-1,139	1,57	0,429	1,061	2,456	0,629	1,238	0,673	-0,083	3,006	-0,66	2,738	3,473	5,821	2,456	-1,382	0,592	-2,146	0,122	-2,245	-1,223	-0,163	1,57	1,39	0,414	0,429	1,253	2,161	2,581	0,605	-1,382	2,673	3,163	3,003	1,875	4,225	-0,332	1,775	2,738	-0,859	-1,223	2,456	-0,893	0,495	3,943	3,003	6,403	-2,783	2,339	1,108	-3,027	1,253	-0,463	0,611	0,065	2,161	0,414	1,44	0,862	1,238	-0,327	0,417	2,54	2,438	-2,783	1,061	-2,653	0,887	2,018	6,403	0,842	2,673	0,895	-0,333	2,539	0,417	2,438	1,44	3,119	-0,189	-1,129	2,018	-0,859	2,197	0,416
